date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:04:11	291063/291063	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:32%20GMT	https://www.playzone.vn/	C:/My%20Web%20Sites/banphimco/www.playzone.vn/index.html	(from )
21:04:11	32/32	---M--	200	added ('OK')	text/plain	etag:%2258400f9e-20%22	https://www.playzone.vn/robots.txt		(from )
21:04:12	1232/1232	---M--	200	added ('OK')	image/png	etag:%22583900fe-4d0%22	https://www.playzone.vn/image/catalog/cart.png	C:/My%20Web%20Sites/banphimco/www.playzone.vn/image/catalog/cart.png	(from https://www.playzone.vn/)
21:04:12	239/239	---M--	200	added ('OK')	application/json	etag:%225b0e2246-ef%22	https://www.playzone.vn/manifest.json	C:/My%20Web%20Sites/banphimco/www.playzone.vn/manifest.json	(from https://www.playzone.vn/)
21:04:12	307199/307199	---MCZ	200	added ('OK')	text/css	etag:W/%2261279ea5-4afff%22	https://www.playzone.vn/assets/css/1-f069d6d403abc54f341860d6a320ea70-0-nitro-combined-1549463736-9908a5bc7a04bcdadfed45e551f35638.css	C:/My%20Web%20Sites/banphimco/www.playzone.vn/assets/css/1-f069d6d403abc54f341860d6a320ea70-0-nitro-combined-1549463736-9908a5bc7a04bcdadfed45e551f35638.css	(from https://www.playzone.vn/)
21:04:12	164544/164544	---MCZ	200	added ('OK')	text/css	etag:W/%2261279f6d-282c0%22	https://www.playzone.vn/assets/css/1-f069d6d403abc54f341860d6a320ea70-0-nitro-combined-1549463736-63ecb5859303287e0d1cc273a343b3c5.css	C:/My%20Web%20Sites/banphimco/www.playzone.vn/assets/css/1-f069d6d403abc54f341860d6a320ea70-0-nitro-combined-1549463736-63ecb5859303287e0d1cc273a343b3c5.css	(from https://www.playzone.vn/)
21:04:13	944295/944295	---M--	200	added ('OK')	image/jpeg	etag:%2257fce0f6-e68a7%22	https://www.playzone.vn/image/catalog/logo.jpg	C:/My%20Web%20Sites/banphimco/www.playzone.vn/image/catalog/logo.jpg	(from https://www.playzone.vn/)
21:04:14	70923/70923	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:35%20GMT	https://www.playzone.vn/index.php?route=checkout/cart	C:/My%20Web%20Sites/banphimco/www.playzone.vn/index630e.html	(from https://www.playzone.vn/)
21:04:14	3182/3182	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:35%20GMT	https://www.playzone.vn/index.php?route=common/popup_login	C:/My%20Web%20Sites/banphimco/www.playzone.vn/index9d69.html	(from https://www.playzone.vn/)
21:04:17	335304/335304	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:38%20GMT	https://www.playzone.vn/build-cau-hinh-may-tinh.html	C:/My%20Web%20Sites/banphimco/www.playzone.vn/build-cau-hinh-may-tinh.html	(from https://www.playzone.vn/)
21:04:19	267796/267796	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:39%20GMT	https://www.playzone.vn/gaming-gear	C:/My%20Web%20Sites/banphimco/www.playzone.vn/gaming-gear.html	(from https://www.playzone.vn/)
21:04:20	195572/195572	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:41%20GMT	https://www.playzone.vn/chuot	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot.html	(from https://www.playzone.vn/)
21:04:22	160934/160934	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:42%20GMT	https://www.playzone.vn/glorious	C:/My%20Web%20Sites/banphimco/www.playzone.vn/glorious.html	(from https://www.playzone.vn/)
21:04:22	132086/132086	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:43%20GMT	https://www.playzone.vn/chuot-razer	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-razer.html	(from https://www.playzone.vn/)
21:04:24	137206/137206	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:44%20GMT	https://www.playzone.vn/chuot-steelseries	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-steelseries.html	(from https://www.playzone.vn/)
21:04:25	176261/176261	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:46%20GMT	https://www.playzone.vn/chuot-logitech	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-logitech.html	(from https://www.playzone.vn/)
21:04:27	144931/144931	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:47%20GMT	https://www.playzone.vn/chuot-corsair	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-corsair.html	(from https://www.playzone.vn/)
21:04:29	166277/166277	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:49%20GMT	https://www.playzone.vn/chuot-zowie	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-zowie.html	(from https://www.playzone.vn/)
21:04:30	95014/95014	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:50%20GMT	https://www.playzone.vn/chuot-hyperx	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-hyperx.html	(from https://www.playzone.vn/)
21:04:31	129692/129692	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:52%20GMT	https://www.playzone.vn/chuot-asus	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-asus.html	(from https://www.playzone.vn/)
21:04:33	113175/113175	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:53%20GMT	https://www.playzone.vn/chuot-cooler-master	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-cooler-master.html	(from https://www.playzone.vn/)
21:04:34	157247/157247	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:55%20GMT	https://www.playzone.vn/chuot-akko	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-akko.html	(from https://www.playzone.vn/)
21:04:35	110825/110825	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:56%20GMT	https://www.playzone.vn/chuot-e-dra	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-e-dra.html	(from https://www.playzone.vn/)
21:04:37	164966/164966	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:58%20GMT	https://www.playzone.vn/chuot-dare-u	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-dare-u.html	(from https://www.playzone.vn/)
21:04:39	135976/135976	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:04:59%20GMT	https://www.playzone.vn/chuot-hang-khac	C:/My%20Web%20Sites/banphimco/www.playzone.vn/chuot-hang-khac.html	(from https://www.playzone.vn/)
21:04:40	212795/212795	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:01%20GMT	https://www.playzone.vn/ban-phim	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim.html	(from https://www.playzone.vn/)
21:04:41	132959/132959	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:01%20GMT	https://www.playzone.vn/ban-phim-co-akko	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-akko.html	(from https://www.playzone.vn/)
21:04:41	102029/102029	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:01%20GMT	https://www.playzone.vn/ban-phim-co-keychron	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-keychron.html	(from https://www.playzone.vn/)
21:04:42	129012/129012	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:02%20GMT	https://www.playzone.vn/ban-phim-co-razer	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-razer.html	(from https://www.playzone.vn/)
21:04:43	179755/179755	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:04%20GMT	https://www.playzone.vn/ban-phim-co-corsair	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-corsair.html	(from https://www.playzone.vn/)
21:04:43	136157/136157	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:04%20GMT	https://www.playzone.vn/ban-phim-co-filco	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-filco.html	(from https://www.playzone.vn/)
21:04:44	130368/130368	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:04%20GMT	https://www.playzone.vn/ban-phim-co-leopold	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-leopold.html	(from https://www.playzone.vn/)
21:04:44	80139/80139	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:04%20GMT	https://www.playzone.vn/ban-phim-co-steelseries	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-steelseries.html	(from https://www.playzone.vn/)
21:04:44	94336/94336	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:05%20GMT	https://www.playzone.vn/ban-phim-co-ikbc	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-ikbc.html	(from https://www.playzone.vn/)
21:04:45	126942/126942	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:05%20GMT	https://www.playzone.vn/ban-phim-co-varmilo	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-varmilo.html	(from https://www.playzone.vn/)
21:04:45	100154/100154	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:05%20GMT	https://www.playzone.vn/ban-phim-co-logitech	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-logitech.html	(from https://www.playzone.vn/)
21:04:45	106353/106353	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:06%20GMT	https://www.playzone.vn/ban-phim-co-glorious	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-glorious.html	(from https://www.playzone.vn/)
21:04:45	84947/84947	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:06%20GMT	https://www.playzone.vn/ban-phim-co-cooler-master	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-cooler-master.html	(from https://www.playzone.vn/)
21:04:46	79879/79879	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:06%20GMT	https://www.playzone.vn/ban-phim-co-hyperx	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-hyperx.html	(from https://www.playzone.vn/)
21:04:47	124668/124668	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:08%20GMT	https://www.playzone.vn/ban-phim-co-asus	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-asus.html	(from https://www.playzone.vn/)
21:04:47	123025/123025	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:08%20GMT	https://www.playzone.vn/ban-phim-e-dra	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-e-dra.html	(from https://www.playzone.vn/)
21:04:49	143419/143419	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:10%20GMT	https://www.playzone.vn/ban-phim-co-dareu	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-phim-co-dareu.html	(from https://www.playzone.vn/)
21:04:50	104857/104857	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:10%20GMT	https://www.playzone.vn/index.php?route=product/category&path=277	C:/My%20Web%20Sites/banphimco/www.playzone.vn/index6b50.html	(from https://www.playzone.vn/)
21:04:51	194269/194269	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:12%20GMT	https://www.playzone.vn/tai-nghe	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe.html	(from https://www.playzone.vn/)
21:04:53	176274/176274	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:13%20GMT	https://www.playzone.vn/tai-nghe-razer	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe-razer.html	(from https://www.playzone.vn/)
21:04:55	160045/160045	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:15%20GMT	https://www.playzone.vn/tai-nghe-steelseries	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe-steelseries.html	(from https://www.playzone.vn/)
21:04:56	162541/162541	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:17%20GMT	https://www.playzone.vn/tai-nghe-hyperx	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe-hyperx.html	(from https://www.playzone.vn/)
21:04:58	167908/167908	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:18%20GMT	https://www.playzone.vn/tai-nghe-corsair	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe-corsair.html	(from https://www.playzone.vn/)
21:04:59	143578/143578	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:20%20GMT	https://www.playzone.vn/tai-nghe-asus	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe-asus.html	(from https://www.playzone.vn/)
21:05:01	142214/142214	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:21%20GMT	https://www.playzone.vn/tai-nghe-logitech	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe-logitech.html	(from https://www.playzone.vn/)
21:05:02	114263/114263	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:23%20GMT	https://www.playzone.vn/tai-nghe-dareu	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe-dareu.html	(from https://www.playzone.vn/)
21:05:03	72635/72635	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:24%20GMT	https://www.playzone.vn/tai-nghe-e-dra	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe-e-dra.html	(from https://www.playzone.vn/)
21:05:05	149254/149254	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:26%20GMT	https://www.playzone.vn/somic	C:/My%20Web%20Sites/banphimco/www.playzone.vn/somic.html	(from https://www.playzone.vn/)
21:05:06	94443/94443	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:27%20GMT	https://www.playzone.vn/tai-nghe-hang-khac	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tai-nghe-hang-khac.html	(from https://www.playzone.vn/)
21:05:07	146470/146470	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:27%20GMT	https://www.playzone.vn/ban-di-chuot	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot.html	(from https://www.playzone.vn/)
21:05:08	155782/155782	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:29%20GMT	https://www.playzone.vn/ban-di-chuot-razer	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-razer.html	(from https://www.playzone.vn/)
21:05:10	143736/143736	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:30%20GMT	https://www.playzone.vn/ban-di-chuot-steelseries	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-steelseries.html	(from https://www.playzone.vn/)
21:05:11	99924/99924	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:32%20GMT	https://www.playzone.vn/ban-di-chuot-zowie	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-zowie.html	(from https://www.playzone.vn/)
21:05:13	143296/143296	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:33%20GMT	https://www.playzone.vn/ban-di-chuot-corsair	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-corsair.html	(from https://www.playzone.vn/)
21:05:14	107197/107197	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:35%20GMT	https://www.playzone.vn/ban-di-chuot-logitech	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-logitech.html	(from https://www.playzone.vn/)
21:05:16	105902/105902	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:36%20GMT	https://www.playzone.vn/ban-di-chuot-asus	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-asus.html	(from https://www.playzone.vn/)
21:05:17	105582/105582	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:38%20GMT	https://www.playzone.vn/ban-di-chuot-hyperx	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-hyperx.html	(from https://www.playzone.vn/)
21:05:19	90989/90989	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:39%20GMT	https://www.playzone.vn/ban-di-chuot-dareu	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-dareu.html	(from https://www.playzone.vn/)
21:05:20	168272/168272	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:41%20GMT	https://www.playzone.vn/ban-di-chuot-glorious	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-glorious.html	(from https://www.playzone.vn/)
21:05:22	174292/174292	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:42%20GMT	https://www.playzone.vn/ban-di-chuot-hang-khac	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-di-chuot-hang-khac.html	(from https://www.playzone.vn/)
21:05:23	179323/179323	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:44%20GMT	https://www.playzone.vn/gamepad	C:/My%20Web%20Sites/banphimco/www.playzone.vn/gamepad.html	(from https://www.playzone.vn/)
21:05:25	171302/171302	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:45%20GMT	https://www.playzone.vn/xbox	C:/My%20Web%20Sites/banphimco/www.playzone.vn/xbox.html	(from https://www.playzone.vn/)
21:05:27	98471/98471	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:47%20GMT	https://www.playzone.vn/ps4	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ps4.html	(from https://www.playzone.vn/)
21:05:28	116314/116314	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:49%20GMT	https://www.playzone.vn/tay-cam-razer	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tay-cam-razer.html	(from https://www.playzone.vn/)
21:05:30	79668/79668	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:50%20GMT	https://www.playzone.vn/tay-cam-msi	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tay-cam-msi.html	(from https://www.playzone.vn/)
21:05:32	94999/94999	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:52%20GMT	https://www.playzone.vn/tay-cam-rapoo	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tay-cam-rapoo.html	(from https://www.playzone.vn/)
21:05:35	115915/115915	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:55%20GMT	https://www.playzone.vn/tay-cam-hang-khac	C:/My%20Web%20Sites/banphimco/www.playzone.vn/tay-cam-hang-khac.html	(from https://www.playzone.vn/)
21:05:37	108464/108464	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:58%20GMT	https://www.playzone.vn/vo-lang-choi-game	C:/My%20Web%20Sites/banphimco/www.playzone.vn/vo-lang-choi-game.html	(from https://www.playzone.vn/)
21:05:39	166504/166504	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:05:59%20GMT	https://www.playzone.vn/thiet-bi-livestream	C:/My%20Web%20Sites/banphimco/www.playzone.vn/thiet-bi-livestream.html	(from https://www.playzone.vn/)
21:05:40	163253/163253	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:01%20GMT	https://www.playzone.vn/elgato	C:/My%20Web%20Sites/banphimco/www.playzone.vn/elgato.html	(from https://www.playzone.vn/)
21:05:42	101541/101541	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:02%20GMT	https://www.playzone.vn/avermedia	C:/My%20Web%20Sites/banphimco/www.playzone.vn/avermedia.html	(from https://www.playzone.vn/)
21:05:43	158228/158228	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:04%20GMT	https://www.playzone.vn/thronmax	C:/My%20Web%20Sites/banphimco/www.playzone.vn/thronmax.html	(from https://www.playzone.vn/)
21:05:45	106550/106550	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:06%20GMT	https://www.playzone.vn/kinh-thuc-te-ao	C:/My%20Web%20Sites/banphimco/www.playzone.vn/kinh-thuc-te-ao.html	(from https://www.playzone.vn/)
21:05:46	165533/165533	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:07%20GMT	https://www.playzone.vn/loa-vi-tinh	C:/My%20Web%20Sites/banphimco/www.playzone.vn/loa-vi-tinh.html	(from https://www.playzone.vn/)
21:05:48	93634/93634	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:08%20GMT	https://www.playzone.vn/loa-razer	C:/My%20Web%20Sites/banphimco/www.playzone.vn/loa-razer.html	(from https://www.playzone.vn/)
21:05:49	122461/122461	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:10%20GMT	https://www.playzone.vn/loa-logitech	C:/My%20Web%20Sites/banphimco/www.playzone.vn/loa-logitech.html	(from https://www.playzone.vn/)
21:05:51	92994/92994	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:11%20GMT	https://www.playzone.vn/harman-kardon	C:/My%20Web%20Sites/banphimco/www.playzone.vn/harman-kardon.html	(from https://www.playzone.vn/)
21:05:52	122852/122852	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:13%20GMT	https://www.playzone.vn/jbl	C:/My%20Web%20Sites/banphimco/www.playzone.vn/jbl.html	(from https://www.playzone.vn/)
21:05:55	126261/126261	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:15%20GMT	https://www.playzone.vn/loa-hang-khac	C:/My%20Web%20Sites/banphimco/www.playzone.vn/loa-hang-khac.html	(from https://www.playzone.vn/)
21:05:56	165352/165352	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:17%20GMT	https://www.playzone.vn/micro-chuyen-dung	C:/My%20Web%20Sites/banphimco/www.playzone.vn/micro-chuyen-dung.html	(from https://www.playzone.vn/)
21:05:58	145394/145394	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:18%20GMT	https://www.playzone.vn/webcam	C:/My%20Web%20Sites/banphimco/www.playzone.vn/webcam.html	(from https://www.playzone.vn/)
21:05:59	104505/104505	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:20%20GMT	https://www.playzone.vn/mouse-bungee	C:/My%20Web%20Sites/banphimco/www.playzone.vn/mouse-bungee.html	(from https://www.playzone.vn/)
21:06:01	176012/176012	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:21%20GMT	https://www.playzone.vn/phu-kien	C:/My%20Web%20Sites/banphimco/www.playzone.vn/phu-kien.html	(from https://www.playzone.vn/)
21:06:02	134619/134619	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:23%20GMT	https://www.playzone.vn/wireless-router	C:/My%20Web%20Sites/banphimco/www.playzone.vn/wireless-router.html	(from https://www.playzone.vn/)
21:06:03	115920/115920	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:24%20GMT	https://www.playzone.vn/card-am-thanh	C:/My%20Web%20Sites/banphimco/www.playzone.vn/card-am-thanh.html	(from https://www.playzone.vn/)
21:06:05	150353/150353	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:25%20GMT	https://www.playzone.vn/mouse-feet	C:/My%20Web%20Sites/banphimco/www.playzone.vn/mouse-feet.html	(from https://www.playzone.vn/)
21:06:07	113299/113299	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:27%20GMT	https://www.playzone.vn/gia-treo-tai-nghe	C:/My%20Web%20Sites/banphimco/www.playzone.vn/gia-treo-tai-nghe.html	(from https://www.playzone.vn/)
21:06:08	164576/164576	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:29%20GMT	https://www.playzone.vn/balo-tui-dung-gaming-gear	C:/My%20Web%20Sites/banphimco/www.playzone.vn/balo-tui-dung-gaming-gear.html	(from https://www.playzone.vn/)
21:06:10	163439/163439	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:30%20GMT	https://www.playzone.vn/phu-kien-gaming-gear-khac	C:/My%20Web%20Sites/banphimco/www.playzone.vn/phu-kien-gaming-gear-khac.html	(from https://www.playzone.vn/)
21:06:11	161098/161098	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:32%20GMT	https://www.playzone.vn/dich-vu-sua-chua-gaming-gear	C:/My%20Web%20Sites/banphimco/www.playzone.vn/dich-vu-sua-chua-gaming-gear.html	(from https://www.playzone.vn/)
21:06:13	184385/184385	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:33%20GMT	https://www.playzone.vn/ban-ghe-gaming	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ban-ghe-gaming.html	(from https://www.playzone.vn/)
21:06:14	185118/185118	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:35%20GMT	https://www.playzone.vn/ghe-gaming	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ghe-gaming.html	(from https://www.playzone.vn/)
21:06:16	163166/163166	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:36%20GMT	https://www.playzone.vn/ghe-e-dra	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ghe-e-dra.html	(from https://www.playzone.vn/)
21:06:18	156193/156193	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:38%20GMT	https://www.playzone.vn/ghe-dxracer	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ghe-dxracer.html	(from https://www.playzone.vn/)
21:06:19	98609/98609	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:40%20GMT	https://www.playzone.vn/ghe-razer	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ghe-razer.html	(from https://www.playzone.vn/)
21:06:21	147821/147821	---MCZ	200	added ('OK')	text/html	date:Thu,%2026%20Aug%202021%2014:06:41%20GMT	https://www.playzone.vn/ghe-choi-game-warrior	C:/My%20Web%20Sites/banphimco/www.playzone.vn/ghe-choi-game-warrior.html	(from https://www.playzone.vn/)
